"","day","food_ca","avg_price_food_ca","food_wi","avg_price_food_wi","food_tx","avg_price_food_tx","hobby_ca","avg_price_hobby_ca","hobby_wi","avg_price_hobby_wi","hobby_tx","avg_price_hobby_tx","house_ca","avg_price_house_ca","house_wi","avg_price_house_wi","house_tx","avg_price_house_tx","date","wm_yr_wk","weekday","wday","month","year","event_name_1","event_type_1","event_name_2","event_type_2","snap_CA","snap_TX","snap_WI"
"12","d_1008",10897,3.18641131664853,7287,3.27979896767183,7276,3.2167279714521,1941,5.43699182839632,1232,5.43852941176471,1164,5.40507733691997,3701,5.36803684513529,3168,5.36619664634146,3061,5.36651910707529,"2013-11-01",11340,"Friday",7,11,2013,NA,NA,NA,NA,1,1,0
"13","d_1009",13029,3.18808427454388,10185,3.28012198427758,8011,3.21368219178082,2221,5.4332379979571,1048,5.44006016042781,1081,5.40239247311828,5276,5.36879781420765,3006,5.36837457175485,3236,5.37003780718336,"2013-11-02",11341,"Saturday",1,11,2013,NA,NA,NA,NA,1,0,1
"14","d_101",7823,3.06503543586109,4303,2.98160409556314,5862,3.05355019388195,1381,4.76584062196307,538,4.76268948655257,751,4.70997536945813,2060,5.5874284351145,918,5.62961612284069,1388,5.58892901618929,"2011-05-09",11115,"Monday",3,5,2011,NA,NA,NA,NA,1,1,1
"15","d_1010",14352,3.18808427454388,10289,3.28012198427758,9113,3.21368219178082,2151,5.4332379979571,1122,5.44006016042781,1156,5.40239247311828,4992,5.36879781420765,2301,5.36837457175485,2897,5.37003780718336,"2013-11-03",11341,"Sunday",2,11,2013,NA,NA,NA,NA,1,1,1
"16","d_1011",10555,3.18808427454388,6309,3.28012198427758,6048,3.21368219178082,1517,5.4332379979571,669,5.44006016042781,828,5.40239247311828,3304,5.36879781420765,1573,5.36837457175485,2169,5.37003780718336,"2013-11-04",11341,"Monday",3,11,2013,NA,NA,NA,NA,1,0,0
"17","d_1012",9784,3.18808427454388,7304,3.28012198427758,6938,3.21368219178082,1771,5.4332379979571,677,5.44006016042781,730,5.40239247311828,3128,5.36879781420765,1573,5.36837457175485,2182,5.37003780718336,"2013-11-05",11341,"Tuesday",4,11,2013,NA,NA,NA,NA,1,1,1
"18","d_1013",9623,3.18808427454388,7796,3.28012198427758,6379,3.21368219178082,1551,5.4332379979571,630,5.44006016042781,801,5.40239247311828,2978,5.36879781420765,1309,5.36837457175485,1963,5.37003780718336,"2013-11-06",11341,"Wednesday",5,11,2013,NA,NA,NA,NA,1,1,1
"19","d_1014",9302,3.18808427454388,6217,3.28012198427758,6617,3.21368219178082,1545,5.4332379979571,858,5.44006016042781,847,5.40239247311828,3043,5.36879781420765,1506,5.36837457175485,2018,5.37003780718336,"2013-11-07",11341,"Thursday",6,11,2013,NA,NA,NA,NA,1,1,0
"20","d_1015",10468,3.18808427454388,8182,3.28012198427758,6209,3.21368219178082,1621,5.4332379979571,852,5.44006016042781,735,5.40239247311828,3251,5.36879781420765,1943,5.36837457175485,2199,5.37003780718336,"2013-11-08",11341,"Friday",7,11,2013,NA,NA,NA,NA,1,0,1
"21","d_1016",13027,3.18291260030362,10692,3.28160975609756,7941,3.21238434163701,2150,5.43245658835546,1054,5.43215909090909,1023,5.40443548387097,4466,5.36664944013781,2509,5.36363498098859,2855,5.36398186626369,"2013-11-09",11342,"Saturday",1,11,2013,NA,NA,NA,NA,1,1,1
"22","d_1017",13286,3.18291260030362,8590,3.28160975609756,8023,3.21238434163701,2248,5.43245658835546,819,5.43215909090909,998,5.40443548387097,4571,5.36664944013781,2208,5.36363498098859,3162,5.36398186626369,"2013-11-10",11342,"Sunday",2,11,2013,NA,NA,NA,NA,1,0,0
"23","d_1018",11246,3.18291260030362,7573,3.28160975609756,7309,3.21238434163701,1762,5.43245658835546,599,5.43215909090909,841,5.40443548387097,3482,5.36664944013781,1374,5.36363498098859,2210,5.36398186626369,"2013-11-11",11342,"Monday",3,11,2013,"VeteransDay","National",NA,NA,0,1,1
"24","d_1019",8654,3.18291260030362,7779,3.28160975609756,6839,3.21238434163701,1446,5.43245658835546,790,5.43215909090909,827,5.40443548387097,2670,5.36664944013781,1419,5.36363498098859,1851,5.36398186626369,"2013-11-12",11342,"Tuesday",4,11,2013,NA,NA,NA,NA,0,1,1
"25","d_102",7331,3.06503543586109,3564,2.98160409556314,4872,3.05355019388195,1420,4.76584062196307,627,4.76268948655257,537,4.70997536945813,1679,5.5874284351145,1087,5.62961612284069,1114,5.58892901618929,"2011-05-10",11115,"Tuesday",4,5,2011,NA,NA,NA,NA,1,0,0
"26","d_1020",8193,3.18291260030362,5971,3.28160975609756,6207,3.21238434163701,1585,5.43245658835546,683,5.43215909090909,766,5.40443548387097,2835,5.36664944013781,1462,5.36363498098859,1553,5.36398186626369,"2013-11-13",11342,"Wednesday",5,11,2013,NA,NA,NA,NA,0,1,0
"27","d_1021",8097,3.18291260030362,6818,3.28160975609756,5407,3.21238434163701,1744,5.43245658835546,762,5.43215909090909,819,5.40443548387097,2710,5.36664944013781,1404,5.36363498098859,1707,5.36398186626369,"2013-11-14",11342,"Thursday",6,11,2013,NA,NA,NA,NA,0,0,1
"28","d_1022",9517,3.18291260030362,8190,3.28160975609756,6786,3.21238434163701,2053,5.43245658835546,901,5.43215909090909,944,5.40443548387097,3300,5.36664944013781,1825,5.36363498098859,2259,5.36398186626369,"2013-11-15",11342,"Friday",7,11,2013,NA,NA,NA,NA,0,1,1
"29","d_1023",12339,3.18023850823938,9138,3.28368335588633,8286,3.21190202517789,2158,5.43354772843287,1061,5.42493653974616,1227,5.40375672043011,4843,5.36414445399828,2492,5.36168060836502,3043,5.37310448887212,"2013-11-16",11343,"Saturday",1,11,2013,NA,NA,NA,NA,0,0,0
"30","d_1024",12572,3.18023850823938,7589,3.28368335588633,8562,3.21190202517789,2194,5.43354772843287,672,5.42493653974616,1103,5.40375672043011,4965,5.36414445399828,1919,5.36168060836502,3013,5.37310448887212,"2013-11-17",11343,"Sunday",2,11,2013,NA,NA,NA,NA,0,0,0
"31","d_1025",9413,3.18023850823938,6440,3.28368335588633,6094,3.21190202517789,1838,5.43354772843287,713,5.42493653974616,735,5.40375672043011,3177,5.36414445399828,1591,5.36168060836502,2109,5.37310448887212,"2013-11-18",11343,"Monday",3,11,2013,NA,NA,NA,NA,0,0,0
"32","d_1026",8022,3.18023850823938,5782,3.28368335588633,5493,3.21190202517789,1588,5.43354772843287,797,5.42493653974616,892,5.40375672043011,2689,5.36414445399828,1449,5.36168060836502,1810,5.37310448887212,"2013-11-19",11343,"Tuesday",4,11,2013,NA,NA,NA,NA,0,0,0
"33","d_1027",7583,3.18023850823938,5686,3.28368335588633,5145,3.21190202517789,1537,5.43354772843287,858,5.42493653974616,901,5.40375672043011,2764,5.36414445399828,1445,5.36168060836502,1996,5.37310448887212,"2013-11-20",11343,"Wednesday",5,11,2013,NA,NA,NA,NA,0,0,0
"34","d_1028",8112,3.18023850823938,5822,3.28368335588633,5427,3.21190202517789,1455,5.43354772843287,904,5.42493653974616,693,5.40375672043011,2808,5.36414445399828,1543,5.36168060836502,1935,5.37310448887212,"2013-11-21",11343,"Thursday",6,11,2013,NA,NA,NA,NA,0,0,0
"35","d_1029",9091,3.18023850823938,6885,3.28368335588633,5552,3.21190202517789,1821,5.43354772843287,903,5.42493653974616,1018,5.40375672043011,3368,5.36414445399828,2054,5.36168060836502,2171,5.37310448887212,"2013-11-22",11343,"Friday",7,11,2013,NA,NA,NA,NA,0,0,0
"36","d_103",6192,3.06503543586109,4161,2.98160409556314,4827,3.05355019388195,1520,4.76584062196307,612,4.76268948655257,649,4.70997536945813,1858,5.5874284351145,1067,5.62961612284069,1279,5.58892901618929,"2011-05-11",11115,"Wednesday",5,5,2011,NA,NA,NA,NA,0,1,1
"37","d_1030",11565,3.17982676483326,7929,3.28450243374797,6656,3.21460907599781,2265,5.43964867617108,915,5.43628170894526,947,5.40789261744966,4642,5.36632302405498,2380,5.36160334346505,2748,5.37281674208145,"2013-11-23",11344,"Saturday",1,11,2013,NA,NA,NA,NA,0,0,0
"38","d_1031",11306,3.17982676483326,6715,3.28450243374797,6907,3.21460907599781,2282,5.43964867617108,835,5.43628170894526,1126,5.40789261744966,4610,5.36632302405498,1888,5.36160334346505,2777,5.37281674208145,"2013-11-24",11344,"Sunday",2,11,2013,NA,NA,NA,NA,0,0,0
"39","d_1032",8905,3.17982676483326,5337,3.28450243374797,4968,3.21460907599781,1788,5.43964867617108,668,5.43628170894526,749,5.40789261744966,3161,5.36632302405498,1431,5.36160334346505,1638,5.37281674208145,"2013-11-25",11344,"Monday",3,11,2013,NA,NA,NA,NA,0,0,0
"40","d_1033",9337,3.17982676483326,5898,3.28450243374797,6016,3.21460907599781,1709,5.43964867617108,819,5.43628170894526,819,5.40789261744966,3083,5.36632302405498,1563,5.36160334346505,2049,5.37281674208145,"2013-11-26",11344,"Tuesday",4,11,2013,NA,NA,NA,NA,0,0,0
"41","d_1034",10110,3.17982676483326,7543,3.28450243374797,7474,3.21460907599781,1769,5.43964867617108,822,5.43628170894526,1002,5.40789261744966,3200,5.36632302405498,1773,5.36160334346505,2446,5.37281674208145,"2013-11-27",11344,"Wednesday",5,11,2013,NA,NA,NA,NA,0,0,0
"42","d_1035",5904,3.17982676483326,3887,3.28450243374797,4628,3.21460907599781,685,5.43964867617108,293,5.43628170894526,446,5.40789261744966,1713,5.36632302405498,868,5.36160334346505,1415,5.37281674208145,"2013-11-28",11344,"Thursday",6,11,2013,"Thanksgiving","National",NA,NA,0,0,0
"43","d_1036",6482,3.17982676483326,5180,3.28450243374797,4275,3.21460907599781,1243,5.43964867617108,803,5.43628170894526,658,5.40789261744966,3038,5.36632302405498,2201,5.36160334346505,2193,5.37281674208145,"2013-11-29",11344,"Friday",7,11,2013,NA,NA,NA,NA,0,0,0
"44","d_1037",8084,3.17978345604158,6172,3.28513791238507,5031,3.21720962011479,1697,5.44357760814249,1085,5.44183211192538,822,5.41313672922252,3791,5.36811552759508,2329,5.36167172100076,2535,5.37789710852422,"2013-11-30",11345,"Saturday",1,11,2013,NA,NA,NA,NA,0,0,0
"45","d_1038",10797,3.17978345604158,7561,3.28513791238507,7034,3.21720962011479,1968,5.44357760814249,887,5.44183211192538,1066,5.41313672922252,4218,5.36811552759508,2130,5.36167172100076,2526,5.37789710852422,"2013-12-01",11345,"Sunday",2,12,2013,NA,NA,NA,NA,1,1,0
"46","d_1039",10968,3.17978345604158,8362,3.28513791238507,6717,3.21720962011479,2137,5.44357760814249,785,5.44183211192538,723,5.41313672922252,3361,5.36811552759508,1865,5.36167172100076,2169,5.37789710852422,"2013-12-02",11345,"Monday",3,12,2013,NA,NA,NA,NA,1,0,1
"47","d_104",6087,3.06503543586109,4622,2.98160409556314,4850,3.05355019388195,1378,4.76584062196307,703,4.76268948655257,730,4.70997536945813,1847,5.5874284351145,1068,5.62961612284069,1128,5.58892901618929,"2011-05-12",11115,"Thursday",6,5,2011,NA,NA,NA,NA,0,1,1
"48","d_1040",10398,3.17978345604158,8713,3.28513791238507,7327,3.21720962011479,2184,5.44357760814249,880,5.44183211192538,870,5.41313672922252,3367,5.36811552759508,1974,5.36167172100076,2311,5.37789710852422,"2013-12-03",11345,"Tuesday",4,12,2013,NA,NA,NA,NA,1,1,1
"49","d_1041",9488,3.17978345604158,6651,3.28513791238507,5786,3.21720962011479,1701,5.44357760814249,884,5.44183211192538,841,5.41313672922252,2676,5.36811552759508,1549,5.36167172100076,1943,5.37789710852422,"2013-12-04",11345,"Wednesday",5,12,2013,NA,NA,NA,NA,1,0,0
"50","d_1042",9281,3.17978345604158,8572,3.28513791238507,6579,3.21720962011479,1869,5.44357760814249,756,5.44183211192538,965,5.41313672922252,3218,5.36811552759508,1843,5.36167172100076,2068,5.37789710852422,"2013-12-05",11345,"Thursday",6,12,2013,"Chanukah End","Religious",NA,NA,1,1,1
"51","d_1043",10429,3.17978345604158,8506,3.28513791238507,6975,3.21720962011479,1844,5.44357760814249,974,5.44183211192538,849,5.41313672922252,3343,5.36811552759508,1985,5.36167172100076,1994,5.37789710852422,"2013-12-06",11345,"Friday",7,12,2013,NA,NA,NA,NA,1,1,1
"52","d_1044",13542,3.17909405405405,8891,3.28550067476383,9071,3.21209923664122,2150,5.44258769700051,1028,5.44501663339987,955,5.40810321715818,4182,5.36879394112604,2291,5.36463257575758,2340,5.38646021021021,"2013-12-07",11346,"Saturday",1,12,2013,NA,NA,NA,NA,1,1,0
"53","d_1045",12490,3.17909405405405,7983,3.28550067476383,8083,3.21209923664122,2071,5.44258769700051,665,5.44501663339987,930,5.40810321715818,4211,5.36879394112604,1448,5.36463257575758,2543,5.38646021021021,"2013-12-08",11346,"Sunday",2,12,2013,NA,NA,NA,NA,1,0,1
"54","d_1046",10100,3.17909405405405,7982,3.28550067476383,6476,3.21209923664122,1792,5.44258769700051,636,5.44501663339987,664,5.40810321715818,2937,5.36879394112604,1351,5.36463257575758,1715,5.38646021021021,"2013-12-09",11346,"Monday",3,12,2013,NA,NA,NA,NA,1,1,1
"55","d_1047",10047,3.17909405405405,6201,3.28550067476383,5830,3.21209923664122,1809,5.44258769700051,753,5.44501663339987,726,5.40810321715818,2864,5.36879394112604,1378,5.36463257575758,1814,5.38646021021021,"2013-12-10",11346,"Tuesday",4,12,2013,NA,NA,NA,NA,1,0,0
"56","d_1048",8696,3.17909405405405,7337,3.28550067476383,6242,3.21209923664122,1510,5.44258769700051,682,5.44501663339987,685,5.40810321715818,2676,5.36879394112604,1368,5.36463257575758,1715,5.38646021021021,"2013-12-11",11346,"Wednesday",5,12,2013,NA,NA,NA,NA,0,1,1
"57","d_1049",8198,3.17909405405405,8347,3.28550067476383,6231,3.21209923664122,1678,5.44258769700051,815,5.44501663339987,791,5.40810321715818,2477,5.36879394112604,1385,5.36463257575758,1747,5.38646021021021,"2013-12-12",11346,"Thursday",6,12,2013,NA,NA,NA,NA,0,1,1
"58","d_105",7195,3.06503543586109,4062,2.98160409556314,6125,3.05355019388195,1547,4.76584062196307,936,4.76268948655257,670,4.70997536945813,2236,5.5874284351145,1441,5.62961612284069,1436,5.58892901618929,"2011-05-13",11115,"Friday",7,5,2011,NA,NA,NA,NA,0,1,0
"59","d_1050",9753,3.17909405405405,8952,3.28550067476383,6578,3.21209923664122,1879,5.44258769700051,1157,5.44501663339987,845,5.40810321715818,3046,5.36879394112604,1987,5.36463257575758,1966,5.38646021021021,"2013-12-13",11346,"Friday",7,12,2013,NA,NA,NA,NA,0,1,0
"60","d_1051",11758,3.17581355200691,9238,3.28357277374227,7485,3.21437669376694,2131,5.43853881278539,975,5.43725763612218,1008,5.41100536193029,4271,5.36987714285714,1952,5.3685433219826,2710,5.38069767441861,"2013-12-14",11347,"Saturday",1,12,2013,NA,NA,NA,NA,0,0,1
"61","d_1052",11833,3.17581355200691,9889,3.28357277374227,8407,3.21437669376694,1756,5.43853881278539,858,5.43725763612218,1059,5.41100536193029,4354,5.36987714285714,1985,5.3685433219826,2956,5.38069767441861,"2013-12-15",11347,"Sunday",2,12,2013,NA,NA,NA,NA,0,1,1
"62","d_1053",9725,3.17581355200691,6627,3.28357277374227,6482,3.21437669376694,1781,5.43853881278539,655,5.43725763612218,841,5.41100536193029,3024,5.36987714285714,1329,5.3685433219826,2010,5.38069767441861,"2013-12-16",11347,"Monday",3,12,2013,NA,NA,NA,NA,0,0,0
"63","d_1054",8779,3.17581355200691,6514,3.28357277374227,6015,3.21437669376694,1737,5.43853881278539,672,5.43725763612218,721,5.41100536193029,2637,5.36987714285714,1361,5.3685433219826,1902,5.38069767441861,"2013-12-17",11347,"Tuesday",4,12,2013,NA,NA,NA,NA,0,0,0
"64","d_1055",8722,3.17581355200691,6205,3.28357277374227,6888,3.21437669376694,2067,5.43853881278539,984,5.43725763612218,778,5.41100536193029,2598,5.36987714285714,1567,5.3685433219826,1883,5.38069767441861,"2013-12-18",11347,"Wednesday",5,12,2013,NA,NA,NA,NA,0,0,0
"65","d_1056",8892,3.17581355200691,6551,3.28357277374227,7264,3.21437669376694,1731,5.43853881278539,832,5.43725763612218,840,5.41100536193029,2667,5.36987714285714,1559,5.3685433219826,2075,5.38069767441861,"2013-12-19",11347,"Thursday",6,12,2013,NA,NA,NA,NA,0,0,0
"66","d_1057",8938,3.17581355200691,6771,3.28357277374227,6217,3.21437669376694,1912,5.43853881278539,922,5.43725763612218,775,5.41100536193029,2926,5.36987714285714,1600,5.3685433219826,2062,5.38069767441861,"2013-12-20",11347,"Friday",7,12,2013,NA,NA,NA,NA,0,0,0
"67","d_1058",11531,3.17942100731812,9147,3.28217928073001,6410,3.21211850649351,2120,5.43638438133874,1434,5.4375630810093,953,5.40734939759036,4025,5.37502277904328,2287,5.36917327293318,2567,5.38479580367179,"2013-12-21",11348,"Saturday",1,12,2013,NA,NA,NA,NA,0,0,0
"68","d_1059",11565,3.17942100731812,5104,3.28217928073001,6708,3.21211850649351,2114,5.43638438133874,453,5.4375630810093,1142,5.40734939759036,4069,5.37502277904328,1186,5.36917327293318,2574,5.38479580367179,"2013-12-22",11348,"Sunday",2,12,2013,NA,NA,NA,NA,0,0,0
"69","d_106",8056,3.05571730701445,5074,2.97241926345609,5978,3.05264377682403,1663,4.7652998065764,966,4.76625304136253,951,4.70325552825553,2777,5.58873098859316,1537,5.63255427841635,1734,5.58789931634556,"2011-05-14",11116,"Saturday",1,5,2011,NA,NA,NA,NA,0,0,1
"70","d_1060",10815,3.17942100731812,7304,3.28217928073001,6556,3.21211850649351,1819,5.43638438133874,920,5.4375630810093,813,5.40734939759036,3152,5.37502277904328,1790,5.36917327293318,2120,5.38479580367179,"2013-12-23",11348,"Monday",3,12,2013,NA,NA,NA,NA,0,0,0
"71","d_1061",9008,3.17942100731812,7414,3.28217928073001,6522,3.21211850649351,1326,5.43638438133874,745,5.4375630810093,651,5.40734939759036,2273,5.37502277904328,1423,5.36917327293318,1715,5.38479580367179,"2013-12-24",11348,"Tuesday",4,12,2013,NA,NA,NA,NA,0,0,0
"72","d_1062",5,3.17942100731812,2,3.28217928073001,13,3.21211850649351,0,5.43638438133874,0,5.4375630810093,0,5.40734939759036,0,5.37502277904328,0,5.36917327293318,0,5.38479580367179,"2013-12-25",11348,"Wednesday",5,12,2013,"Christmas","National",NA,NA,0,0,0
"73","d_1063",9188,3.17942100731812,5774,3.28217928073001,6305,3.21211850649351,1725,5.43638438133874,908,5.4375630810093,1013,5.40734939759036,3631,5.37502277904328,1762,5.36917327293318,2421,5.38479580367179,"2013-12-26",11348,"Thursday",6,12,2013,NA,NA,NA,NA,0,0,0
"74","d_1064",9115,3.17942100731812,6246,3.28217928073001,6124,3.21211850649351,2015,5.43638438133874,908,5.4375630810093,910,5.40734939759036,3547,5.37502277904328,2002,5.36917327293318,2228,5.38479580367179,"2013-12-27",11348,"Friday",7,12,2013,NA,NA,NA,NA,0,0,0
"75","d_1065",10275,3.18001502790897,6911,3.2875488882936,6778,3.21259589411129,1718,5.43085569620253,1001,5.43776228419655,926,5.43361333333333,3853,5.37169361702128,2278,5.36943147590361,2750,5.38311475409836,"2013-12-28",11349,"Saturday",1,12,2013,NA,NA,NA,NA,0,0,0
"76","d_1066",10295,3.18001502790897,6196,3.2875488882936,6755,3.21259589411129,1453,5.43085569620253,836,5.43776228419655,962,5.43361333333333,3707,5.37169361702128,1651,5.36943147590361,2266,5.38311475409836,"2013-12-29",11349,"Sunday",2,12,2013,NA,NA,NA,NA,0,0,0
"77","d_1067",9973,3.18001502790897,5923,3.2875488882936,6211,3.21259589411129,1859,5.43085569620253,691,5.43776228419655,777,5.43361333333333,3327,5.37169361702128,1545,5.36943147590361,1987,5.38311475409836,"2013-12-30",11349,"Monday",3,12,2013,NA,NA,NA,NA,0,0,0
"78","d_1068",10871,3.18001502790897,7469,3.2875488882936,7406,3.21259589411129,1460,5.43085569620253,744,5.43776228419655,600,5.43361333333333,2642,5.37169361702128,1836,5.36943147590361,1783,5.38311475409836,"2013-12-31",11349,"Tuesday",4,12,2013,NA,NA,NA,NA,0,0,0
"79","d_1069",7276,3.18001502790897,3891,3.2875488882936,5792,3.21259589411129,1196,5.43085569620253,327,5.43776228419655,515,5.43361333333333,2412,5.37169361702128,906,5.36943147590361,1530,5.38311475409836,"2014-01-01",11349,"Wednesday",5,1,2014,"NewYear","National",NA,NA,1,1,0
"80","d_107",9040,3.05571730701445,5308,2.97241926345609,7418,3.05264377682403,1676,4.7652998065764,814,4.76625304136253,976,4.70325552825553,2833,5.58873098859316,1412,5.63255427841635,1843,5.58789931634556,"2011-05-15",11116,"Sunday",2,5,2011,NA,NA,NA,NA,0,1,1
"81","d_1070",9624,3.18001502790897,6852,3.2875488882936,5676,3.21259589411129,1901,5.43085569620253,746,5.43776228419655,986,5.43361333333333,3178,5.37169361702128,1705,5.36943147590361,1985,5.38311475409836,"2014-01-02",11349,"Thursday",6,1,2014,NA,NA,NA,NA,1,0,1
"82","d_1071",10782,3.18001502790897,9114,3.2875488882936,7085,3.21259589411129,1853,5.43085569620253,1256,5.43776228419655,876,5.43361333333333,3347,5.37169361702128,2371,5.36943147590361,2186,5.38311475409836,"2014-01-03",11349,"Friday",7,1,2014,NA,NA,NA,NA,1,1,1
"83","d_1072",12175,3.17611573777493,10992,3.28581910352188,7722,3.21228263795424,1920,5.46123232323232,1394,5.470337524818,1015,5.4448204787234,3898,5.36725119819566,2946,5.36686679174484,2554,5.37216246290801,"2014-01-04",11350,"Saturday",1,1,2014,NA,NA,NA,NA,1,0,0
"84","d_1073",13311,3.17611573777493,10916,3.28581910352188,9078,3.21228263795424,1951,5.46123232323232,702,5.470337524818,1054,5.4448204787234,3996,5.36725119819566,1834,5.36686679174484,2460,5.37216246290801,"2014-01-05",11350,"Sunday",2,1,2014,NA,NA,NA,NA,1,1,1
"85","d_1074",10684,3.17611573777493,6071,3.28581910352188,7101,3.21228263795424,1828,5.46123232323232,370,5.470337524818,724,5.4448204787234,3050,5.36725119819566,793,5.36686679174484,1791,5.37216246290801,"2014-01-06",11350,"Monday",3,1,2014,NA,NA,NA,NA,1,1,1
"86","d_1075",9795,3.17611573777493,5771,3.28581910352188,6902,3.21228263795424,1637,5.46123232323232,510,5.470337524818,698,5.4448204787234,2767,5.36725119819566,1183,5.36686679174484,1689,5.37216246290801,"2014-01-07",11350,"Tuesday",4,1,2014,"OrthodoxChristmas","Religious",NA,NA,1,1,0
"87","d_1076",9518,3.17611573777493,8013,3.28581910352188,6252,3.21228263795424,1634,5.46123232323232,672,5.470337524818,767,5.4448204787234,2801,5.36725119819566,1575,5.36686679174484,1741,5.37216246290801,"2014-01-08",11350,"Wednesday",5,1,2014,NA,NA,NA,NA,1,0,1
"88","d_1077",8973,3.17611573777493,8515,3.28581910352188,6591,3.21228263795424,1686,5.46123232323232,827,5.470337524818,652,5.4448204787234,2649,5.36725119819566,1501,5.36686679174484,1803,5.37216246290801,"2014-01-09",11350,"Thursday",6,1,2014,NA,NA,NA,NA,1,1,1
"89","d_1078",10213,3.17611573777493,6790,3.28581910352188,5459,3.21228263795424,1655,5.46123232323232,710,5.470337524818,782,5.4448204787234,3226,5.36725119819566,1768,5.36686679174484,2163,5.37216246290801,"2014-01-10",11350,"Friday",7,1,2014,NA,NA,NA,NA,1,0,0
"90","d_1079",13657,3.1755737704918,11426,3.28486961149548,8745,3.212692410834,1945,5.48727455919395,1175,5.47208443271768,1085,5.4326308813784,4482,5.36995228739826,2437,5.36346153846154,2846,5.36507578558226,"2014-01-11",11351,"Saturday",1,1,2014,NA,NA,NA,NA,0,1,1
"91","d_108",6154,3.05571730701445,3706,2.97241926345609,5174,3.05264377682403,1489,4.7652998065764,840,4.76625304136253,672,4.70325552825553,1899,5.58873098859316,984,5.63255427841635,1295,5.58789931634556,"2011-05-16",11116,"Monday",3,5,2011,NA,NA,NA,NA,0,0,0
"92","d_1080",13102,3.1755737704918,11472,3.28486961149548,9499,3.212692410834,1818,5.48727455919395,1030,5.47208443271768,967,5.4326308813784,4142,5.36995228739826,2266,5.36346153846154,2562,5.36507578558226,"2014-01-12",11351,"Sunday",2,1,2014,NA,NA,NA,NA,0,1,1
